ID,연령,결혼여부,학력,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,과거통화횟수,요일,경제활동,사용금액,사용횟수,연락월,Target
266,43,결혼,대졸학사,대출있음,없음,휴대폰,264,2,1,일,경제활동인구,1722017,41525,2,1
267,27,미혼,대졸학사,없음,없음,휴대폰,191,2,0,토,경제활동인구,1722017,41525,4,1
268,70,결혼,중졸,대출있음,없음,유선전화,268,2,1,토,비경제활동인구,1722017,41525,9,0
269,44,결혼,대졸학사,없음,없음,휴대폰,113,1,1,금,경제활동인구,1722017,41525,2,0
270,74,결혼,석박사,없음,없음,휴대폰,309,4,3,목,비경제활동인구,1722017,41525,5,0
271,18,미혼,중졸,대출있음,없음,휴대폰,154,1,0,일,비경제활동인구,1722017,41525,1,0
272,30,미혼,대졸학사,없음,없음,휴대폰,212,1,2,토,경제활동인구,1722017,41525,1,0
273,32,미혼,대졸학사,없음,없음,휴대폰,237,2,1,화,경제활동인구,1722017,41525,1,0
274,67,결혼,중졸,없음,없음,휴대폰,300,3,0,수,비경제활동인구,1722017,41525,2,0
275,51,결혼,고졸,대출있음,없음,휴대폰,237,1,4,화,경제활동인구,1722017,41525,3,1
276,51,결혼,전문학교,미확인,미확인,유선전화,228,1,2,화,미확인,1722017,41525,3,0
277,25,미혼,전문학교,대출있음,없음,휴대폰,574,3,0,수,비경제활동인구,1722017,41525,4,1
278,33,미혼,중졸,대출있음,없음,휴대폰,146,1,1,화,경제활동인구,1722017,41525,4,0
279,25,미혼,전문학교,대출있음,없음,휴대폰,189,1,4,월,비경제활동인구,1722017,41525,4,0
280,31,미혼,대졸학사,대출있음,없음,휴대폰,353,1,0,토,경제활동인구,1722017,41525,5,1
281,57,결혼,전문학교,없음,없음,유선전화,149,1,0,수,경제활동인구,1791684,45220,1,0
282,39,결혼,대졸학사,대출있음,없음,유선전화,193,1,0,월,경제활동인구,1791684,45220,2,0
283,36,결혼,고졸,대출있음,없음,유선전화,75,2,0,토,경제활동인구,1791684,45220,3,0
284,38,결혼,중졸,대출있음,없음,유선전화,118,1,0,목,경제활동인구,1791684,45220,4,0
285,35,결혼,검정고시,대출있음,없음,유선전화,179,1,0,수,경제활동인구,1791684,45220,5,0
286,51,결혼,대졸학사,없음,없음,유선전화,87,4,0,일,경제활동인구,1791684,45220,6,0
287,34,미혼,전문학교,대출있음,없음,유선전화,359,1,0,수,경제활동인구,1791684,45220,7,0
288,37,결혼,대졸학사,없음,없음,유선전화,209,2,0,토,경제활동인구,1791684,45220,8,0
289,45,결혼,고졸,대출있음,없음,유선전화,944,3,0,일,경제활동인구,1791684,45220,9,0
290,41,결혼,석박사,대출있음,대출있음,유선전화,87,2,0,월,경제활동인구,1791684,45220,10,0
291,28,미혼,고졸,대출있음,대출있음,유선전화,376,2,0,월,경제활동인구,1791684,45220,12,0
292,20,미혼,전문학교,없음,없음,유선전화,598,3,0,금,경제활동인구,1791684,45220,1,0
293,49,결혼,검정고시,대출있음,없음,유선전화,210,1,0,금,경제활동인구,1791684,45220,2,0
294,28,미혼,대졸학사,대출있음,없음,유선전화,286,5,0,수,경제활동인구,1791684,45220,1,0
295,43,결혼,중졸,대출있음,없음,유선전화,257,3,0,월,경제활동인구,1791684,45220,2,0
296,33,결혼,고졸,없음,없음,유선전화,493,1,0,화,경제활동인구,1791684,45220,4,0
297,39,결혼,고졸,없음,없음,유선전화,504,4,0,금,경제활동인구,1791684,45220,5,1
298,41,결혼,석박사,없음,없음,유선전화,92,1,0,목,경제활동인구,1791684,45220,6,0
299,43,결혼,전문학교,대출있음,없음,유선전화,91,2,0,금,경제활동인구,1791684,45220,8,0
300,30,결혼,미확인,없음,없음,유선전화,133,2,0,금,경제활동인구,1791684,45220,9,0
301,29,미혼,석박사,없음,없음,유선전화,199,2,0,목,경제활동인구,1791684,45220,11,0
302,47,결혼,석박사,없음,없음,유선전화,301,3,0,금,경제활동인구,1791684,45220,12,0
303,30,결혼,대졸학사,없음,없음,유선전화,230,1,0,월,경제활동인구,1791684,45220,1,0
304,32,미혼,석박사,없음,없음,유선전화,589,1,0,목,경제활동인구,1791684,45220,7,0
305,33,결혼,고졸,없음,없음,유선전화,95,3,0,금,경제활동인구,1791684,45220,1,0
306,53,이혼,중졸,없음,없음,유선전화,317,1,0,토,경제활동인구,1791684,45220,1,0
307,43,미혼,고졸,대출있음,없음,유선전화,171,4,0,일,경제활동인구,1791684,45220,2,0
308,32,미혼,검정고시,대출있음,없음,유선전화,130,2,0,목,경제활동인구,1791684,45220,3,0
309,27,미혼,대졸학사,대출있음,없음,유선전화,104,1,0,금,비경제활동인구,1791684,45220,4,0
310,34,결혼,대졸학사,없음,없음,유선전화,184,1,0,토,경제활동인구,1791684,45220,5,0
311,51,결혼,검정고시,없음,없음,유선전화,253,1,0,수,경제활동인구,1791684,45220,6,0
312,43,결혼,중졸,미확인,미확인,유선전화,201,4,0,일,비경제활동인구,1791684,45220,7,0
313,56,결혼,중졸,없음,없음,유선전화,222,1,0,목,경제활동인구,1791684,45220,7,0
314,44,결혼,전문학교,없음,없음,유선전화,206,1,0,일,경제활동인구,1791684,45220,8,0
315,31,결혼,전문학교,대출있음,없음,유선전화,69,4,0,토,경제활동인구,1791684,45220,9,0
316,57,미혼,전문학교,대출있음,없음,유선전화,128,1,0,수,비경제활동인구,1791684,45220,10,0
317,35,결혼,전문학교,대출있음,없음,유선전화,82,7,0,토,비경제활동인구,1791684,45220,11,0
318,42,미혼,전문학교,없음,없음,유선전화,224,1,0,화,경제활동인구,1791684,45220,12,0
319,36,결혼,고졸,대출있음,없음,유선전화,131,4,0,토,경제활동인구,1791684,45220,12,0
320,46,결혼,고졸,없음,없음,유선전화,470,2,0,금,경제활동인구,1791684,45220,1,0
321,38,결혼,대졸학사,없음,없음,유선전화,322,5,0,토,경제활동인구,1791684,45220,2,0
322,31,미혼,대졸학사,대출있음,없음,유선전화,174,2,0,목,경제활동인구,1791684,45220,2,0
323,41,결혼,전문학교,대출있음,없음,유선전화,55,1,0,수,경제활동인구,1791684,45220,6,0
324,38,결혼,석박사,없음,없음,유선전화,314,2,0,목,경제활동인구,1791684,45220,7,0
325,42,결혼,중졸,없음,없음,유선전화,545,1,0,목,경제활동인구,1791684,45220,9,0
326,55,결혼,고졸,없음,대출있음,유선전화,103,2,0,수,경제활동인구,1791684,45220,12,0
327,40,미혼,대졸학사,없음,없음,유선전화,179,2,0,월,경제활동인구,1791684,45220,1,0
328,39,결혼,중졸,없음,없음,유선전화,126,2,0,수,경제활동인구,1791684,45220,1,0
329,54,결혼,석박사,없음,없음,유선전화,235,1,0,수,경제활동인구,1791684,45220,1,0
330,24,미혼,석박사,대출있음,대출있음,유선전화,447,1,0,목,경제활동인구,1791684,45220,2,0
331,54,결혼,고졸,대출있음,없음,유선전화,398,5,0,월,경제활동인구,1791684,45220,2,0
332,33,결혼,석박사,없음,없음,유선전화,120,3,0,화,경제활동인구,1791684,45220,3,0
333,32,결혼,전문학교,없음,없음,유선전화,142,4,0,토,경제활동인구,1791684,45220,3,0
334,38,결혼,검정고시,없음,없음,유선전화,144,2,0,일,경제활동인구,1791684,45220,4,0
335,35,결혼,미확인,없음,없음,유선전화,26,7,0,월,경제활동인구,1791684,45220,4,0
336,31,결혼,전문학교,대출있음,없음,유선전화,170,1,0,목,경제활동인구,1791684,45220,5,0
337,41,결혼,중졸,없음,없음,유선전화,148,2,0,월,경제활동인구,1791684,45220,5,0
338,35,미혼,전문학교,없음,없음,유선전화,71,4,0,화,비경제활동인구,1791684,45220,6,0
339,40,이혼,전문학교,없음,대출있음,유선전화,243,1,0,일,미확인,1791684,45220,7,0
340,45,결혼,석박사,대출있음,없음,유선전화,126,2,0,수,비경제활동인구,1791684,45220,7,0
341,36,이혼,석박사,없음,없음,유선전화,115,2,0,수,경제활동인구,1791684,45220,8,0
342,36,결혼,전문학교,없음,없음,유선전화,100,2,0,목,경제활동인구,1791684,45220,8,0
343,29,이혼,전문학교,없음,없음,유선전화,103,2,0,수,경제활동인구,1791684,45220,9,0
344,37,결혼,고졸,없음,없음,유선전화,50,1,0,화,경제활동인구,1791684,45220,10,0
345,29,결혼,중졸,대출있음,없음,유선전화,166,1,0,토,경제활동인구,1791684,45220,10,0
346,35,결혼,고졸,대출있음,없음,유선전화,216,2,0,토,경제활동인구,1791684,45220,10,0
347,54,결혼,대졸학사,없음,없음,유선전화,288,1,0,월,경제활동인구,1791684,45220,11,0
348,43,결혼,고졸,대출있음,없음,유선전화,93,2,0,월,경제활동인구,1791684,45220,11,0
349,44,이혼,대졸학사,대출있음,대출있음,유선전화,37,3,0,수,경제활동인구,1791684,45220,11,0
350,45,미혼,대졸학사,없음,없음,유선전화,162,6,0,목,경제활동인구,1791684,45220,11,0
351,36,미혼,대졸학사,없음,없음,유선전화,301,6,0,토,경제활동인구,1791684,45220,12,0
352,45,미혼,중졸,없음,없음,유선전화,254,1,0,월,경제활동인구,1791684,45220,12,0
353,42,결혼,미확인,대출있음,없음,유선전화,60,3,0,화,경제활동인구,1791684,45220,12,0
354,47,결혼,전문학교,미확인,미확인,유선전화,347,4,0,토,경제활동인구,1791684,45220,1,0
355,52,이혼,대졸학사,없음,없음,유선전화,167,1,0,목,경제활동인구,1791684,45220,1,0
356,57,결혼,중졸,없음,없음,유선전화,69,2,0,금,경제활동인구,1791684,45220,2,0
357,56,결혼,석박사,없음,없음,유선전화,35,1,0,토,경제활동인구,1791684,45220,2,0
358,31,미혼,고졸,없음,대출있음,유선전화,70,2,0,토,경제활동인구,1791684,45220,2,0
359,28,결혼,전문학교,없음,없음,유선전화,151,1,0,화,경제활동인구,1791684,45220,1,0
360,54,이혼,고졸,대출있음,없음,유선전화,111,2,0,일,경제활동인구,1791684,45220,2,0
361,24,미혼,전문학교,대출있음,대출있음,유선전화,354,1,0,수,경제활동인구,1791684,45220,3,0
362,34,결혼,고졸,대출있음,없음,휴대폰,113,2,0,토,경제활동인구,1791684,45220,4,0
363,58,결혼,중졸,대출있음,없음,휴대폰,86,2,0,토,경제활동인구,1791684,45220,5,0
364,34,결혼,대졸학사,없음,없음,휴대폰,416,4,0,토,경제활동인구,1791684,45220,5,0
365,26,미혼,대졸학사,대출있음,없음,휴대폰,154,1,0,토,경제활동인구,1791684,45220,6,0
366,35,결혼,석박사,대출있음,없음,휴대폰,157,8,0,화,경제활동인구,1791684,45220,6,0
367,28,이혼,대졸학사,대출있음,없음,휴대폰,136,1,0,수,경제활동인구,1791684,45220,7,0
368,46,결혼,중졸,없음,없음,휴대폰,236,1,0,수,비경제활동인구,1791684,45220,8,0
369,53,이혼,대졸학사,대출있음,없음,휴대폰,240,2,0,수,경제활동인구,1791684,45220,8,0
370,56,결혼,중졸,대출있음,없음,휴대폰,105,1,0,목,경제활동인구,1791684,45220,9,0
371,41,미혼,중졸,대출있음,없음,휴대폰,421,6,0,일,경제활동인구,1791684,45220,9,0
372,60,결혼,대졸학사,없음,대출있음,휴대폰,258,1,0,일,경제활동인구,1791684,45220,10,0
373,44,미혼,대졸학사,없음,대출있음,휴대폰,228,2,0,화,경제활동인구,1791684,45220,10,0
374,30,미혼,대졸학사,대출있음,없음,휴대폰,243,2,0,금,경제활동인구,1791684,45220,11,0
375,31,결혼,대졸학사,대출있음,없음,휴대폰,106,4,0,목,경제활동인구,1791684,45220,11,0
376,59,이혼,중졸,없음,대출있음,휴대폰,84,6,0,화,경제활동인구,1791684,45220,12,0
377,32,미혼,고졸,대출있음,없음,휴대폰,56,4,0,목,경제활동인구,1791684,45220,12,0
378,44,결혼,중졸,없음,없음,휴대폰,115,2,0,토,경제활동인구,1791684,45220,1,0
379,32,결혼,대졸학사,없음,없음,휴대폰,124,1,0,토,경제활동인구,1791684,45220,1,0
380,29,미혼,대졸학사,없음,없음,휴대폰,159,6,0,수,경제활동인구,1791684,45220,2,0
381,39,이혼,전문학교,대출있음,대출있음,휴대폰,354,1,0,토,경제활동인구,1791684,45220,2,0
382,44,결혼,검정고시,없음,없음,유선전화,304,4,0,화,경제활동인구,1791684,45220,8,0
383,30,결혼,대졸학사,없음,없음,휴대폰,84,2,0,토,경제활동인구,1791684,45220,1,0
384,47,미혼,대졸학사,없음,대출있음,유선전화,183,9,0,월,경제활동인구,1791684,45220,3,0
385,29,결혼,고졸,대출있음,없음,휴대폰,101,1,0,목,경제활동인구,1791684,45220,6,0
386,43,결혼,전문학교,없음,없음,휴대폰,710,1,0,토,경제활동인구,1791684,45220,9,1
387,57,결혼,중졸,대출있음,없음,휴대폰,769,3,0,토,경제활동인구,1791684,45220,12,0
388,40,미혼,대졸학사,없음,없음,휴대폰,490,1,0,일,경제활동인구,1791684,45220,2,0
389,31,미혼,대졸학사,대출있음,없음,휴대폰,82,3,0,수,경제활동인구,1791684,45220,1,0
390,24,결혼,미확인,대출있음,없음,휴대폰,170,2,0,토,경제활동인구,1791684,45220,2,0
391,36,미혼,검정고시,대출있음,없음,휴대폰,423,1,0,화,경제활동인구,1791684,45220,3,0
392,29,미혼,대졸학사,없음,대출있음,유선전화,1118,3,0,일,경제활동인구,1791684,45220,4,0
393,41,미혼,전문학교,대출있음,없음,유선전화,70,1,0,일,경제활동인구,1791684,45220,4,0
394,35,이혼,고졸,대출있음,없음,휴대폰,248,1,0,일,경제활동인구,1791684,45220,5,0
395,56,결혼,전문학교,대출있음,대출있음,휴대폰,65,4,0,수,경제활동인구,1791684,45220,6,0
396,48,결혼,중졸,없음,없음,휴대폰,276,1,0,화,경제활동인구,1791684,45220,6,0
397,49,미확인,미확인,대출있음,대출있음,휴대폰,49,9,0,토,미확인,1791684,45220,7,0
398,44,결혼,전문학교,없음,대출있음,유선전화,73,5,0,화,경제활동인구,1791684,45220,8,0
399,52,결혼,고졸,대출있음,없음,휴대폰,165,5,0,토,경제활동인구,1791684,45220,9,0
400,46,결혼,대졸학사,대출있음,없음,휴대폰,55,2,0,화,경제활동인구,1791684,45220,10,0
401,30,결혼,전문학교,없음,없음,휴대폰,935,4,0,수,경제활동인구,1791684,45220,10,0
402,31,미혼,전문학교,대출있음,없음,휴대폰,166,1,0,목,경제활동인구,1791684,45220,11,0
403,39,미혼,대졸학사,없음,없음,휴대폰,31,1,0,일,경제활동인구,1791684,45220,11,0
404,38,결혼,미확인,대출있음,없음,휴대폰,481,3,0,토,경제활동인구,1791684,45220,12,1
405,32,결혼,대졸학사,없음,없음,휴대폰,46,4,0,목,경제활동인구,1791684,45220,1,0
406,57,미혼,석박사,대출있음,없음,휴대폰,155,5,0,수,경제활동인구,1791684,45220,1,0
407,36,결혼,석박사,없음,없음,휴대폰,58,1,0,수,경제활동인구,1791684,45220,2,0
408,42,결혼,대졸학사,대출있음,없음,휴대폰,130,2,0,목,경제활동인구,1791684,45220,5,0
409,51,결혼,대졸학사,대출있음,없음,휴대폰,507,2,0,수,경제활동인구,1791684,45220,10,0
410,53,결혼,중졸,없음,없음,휴대폰,165,2,0,수,경제활동인구,1791684,45220,1,0
411,47,결혼,중졸,대출있음,없음,휴대폰,267,1,0,일,경제활동인구,1791684,45220,1,0
412,42,결혼,대졸학사,대출있음,없음,휴대폰,109,5,0,금,경제활동인구,1791684,45220,2,0
413,44,결혼,석박사,없음,없음,휴대폰,90,4,0,수,경제활동인구,1791684,45220,3,0
414,33,결혼,대졸학사,대출있음,없음,휴대폰,111,1,0,월,경제활동인구,1791684,45220,4,0
415,52,결혼,전문학교,대출있음,없음,휴대폰,293,3,0,일,비경제활동인구,1791684,45220,4,0
416,38,결혼,대졸학사,대출있음,없음,휴대폰,317,1,0,목,경제활동인구,1791684,45220,5,0
417,51,결혼,석박사,대출있음,없음,휴대폰,236,3,0,토,경제활동인구,1791684,45220,5,0
418,31,미혼,대졸학사,대출있음,없음,휴대폰,130,1,0,화,경제활동인구,1791684,45220,6,0
419,32,결혼,전문학교,대출있음,대출있음,휴대폰,711,3,0,화,경제활동인구,1791684,45220,7,0
420,56,결혼,대졸학사,대출있음,없음,휴대폰,78,2,0,일,경제활동인구,1791684,45220,7,0
421,45,결혼,전문학교,대출있음,없음,휴대폰,149,1,0,월,경제활동인구,1791684,45220,8,0
422,53,결혼,전문학교,없음,없음,휴대폰,201,1,0,토,경제활동인구,1791684,45220,9,0
423,30,결혼,대졸학사,없음,없음,휴대폰,146,3,0,토,경제활동인구,1791684,45220,9,0
424,35,미혼,대졸학사,대출있음,없음,휴대폰,547,6,0,수,경제활동인구,1791684,45220,10,0
425,33,결혼,전문학교,없음,없음,휴대폰,210,1,0,일,경제활동인구,1791684,45220,11,0
426,34,결혼,대졸학사,대출있음,대출있음,휴대폰,80,3,0,수,경제활동인구,1791684,45220,11,0
427,31,미혼,대졸학사,대출있음,없음,휴대폰,290,9,0,월,경제활동인구,1791684,45220,12,1
428,31,결혼,대졸학사,대출있음,대출있음,휴대폰,158,2,0,토,경제활동인구,1791684,45220,1,0
429,36,결혼,석박사,없음,없음,휴대폰,94,1,0,금,경제활동인구,1791684,45220,2,0
430,44,결혼,중졸,대출있음,없음,휴대폰,150,1,0,금,비경제활동인구,1791684,45220,1,0
